123.39	-0.81	4.99
123.74	-7.57	8.2
128.19	-7.58	5.34
124.5	4.11	10.91
102.6	-5.38	4.01
125.99	-7.28	1.77
129.42	-2.39	3.65
124.61	3.91	2.24
103.05	-7.21	3.99
125.95	4.67	1.51
126.46	1.86	2.39
125.6	5.73	2.79
128.87	3.63	6.5
124.23	-7.99	8.18
117.03	-7.24	1.76
120.1	-8.17	5.48
130.21	-2.86	3.93
136.42	-1.97	1.69
121.31	-2.22	3.49
112.99	-6.02	8.09
127.52	-7.65	7.99
120.26	0.25	4.43
126.57	5.69	8.69
130.04	-7.25	9.04
126.41	1.37	6.31
125.88	-6.97	1.33
126.79	-2.08	1.92
109.05	-7.4	2.27
130.18	-6.07	1.46
106.86	-8.62	2.69
96.34	1.64	1.32
128.24	-3.67	8.38
127.91	4.67	2.34
101.18	-7.03	2.59
126.57	1.21	1.54
122.95	-9.47	3.09
139.76	-3.38	11.04
130.45	-7.28	15.61
138.94	-4.36	2.94
126.63	2.53	4
123.36	-7.85	9.73
125.89	2.22	1.92
100.99	-3.99	1.75
127.54	3.07	1.34
133.7	-1.49	5.36
102.93	-6.89	1.61
103.04	-7.2	2.39
140.43	-3.36	9.73
124.07	2.6	10.39
128.51	-7.36	6.56
127.11	1.56	8.64
133.51	-5.62	11
126.47	5.71	3.19
126.68	5.62	3.71
127.12	1.32	1.74
100.9	-6.12	1.93
108.17	-7.24	12.68
126.76	5.67	6.45
126.52	5.52	1.79
128.29	-4.21	1.51
127.83	-4.16	9.25
128.44	-3.94	3.83
126.96	5.6	6.58
127.06	2.33	1.24
130.27	-6.51	2.25
123.19	1.71	2.71
111.74	-9.92	5.65
126.82	1.15	10.38
127.63	5.96	1.21
124.05	-7.54	6.92
128.35	2.61	1.72
127.82	3.13	4.98
99.42	-1.53	10.05
122.82	4.37	9.96
125.84	0.87	9.33
102.68	-5.27	9.47
123.26	-6.08	2.57
126.83	1.68	3.78
128.6	2.47	3.58
126.58	5.57	2.57
126.5	5.61	10.42
126.46	5.51	1.95
129.17	-7.19	1.21
123.65	1.21	2.48
120.03	-8.07	12.59
119.91	0.58	1.13
105.86	-7.37	5.41
117.19	-7.37	3.86
130.02	-6.52	10.19
132.02	0.07	2.79
110.61	-6.29	7.54
127	1.74	1.83
111.6	-8.95	6.86
111.68	-9.02	1.92
117.48	-8.31	1.34
126.68	4.01	6.85
125.36	-0.31	4.85
122.16	0.06	6.31
95.1	4.6	14.72
103.83	-4.67	9.76
102.5	-6.17	2.06
128.42	-2.89	5.2
120.94	1.15	4.94
128.4	2.28	7.03
127.18	4.16	2.89
121.09	1.36	5.9
122.09	1.83	4.63
120.72	1.46	5.8
119.05	-9	4.74
103.88	-6.68	11.33
127.8	1.4	1.2
128.4	1.72	4.9
128.02	1.67	3.97
128.36	1.45	1.92
123.17	4.22	2.28
119.09	-9.04	1.97
126.94	1.99	1.36
130.72	-7.31	1.7
128.32	-7.44	1.59
128.43	-7.63	1.6
127.25	-7.72	4.23
136.09	-1.86	3.37
119.51	-8.84	6.45
128.11	-6.85	1.97
104.41	-6.93	8.5
127.89	1.67	3.97
101.49	-4.74	12.46
118.72	-2.77	12.05
115.65	-6.57	8.83
117.25	-7.65	1.89
131.17	-5.58	11.05
113.01	-9.61	2.57
122.7	2.91	9.52
114.55	-9.63	9.45
127.79	-7.82	9.16
130.14	-6.49	1.07
128.7	-3.83	2.43
102.6	-7.65	3.64
106.67	-7.91	9.52
125.86	3.69	7.27
128.23	-7.44	6.33
119.07	5.15	3.86
134.54	-1.4	1.76
105.66	-6.71	2.14
130.03	-6.64	10.28
122.5	3.22	1.81
119.79	-7.83	2.01
122.29	0.82	2.03
138.45	-1.43	5.72
123.13	0.07	9.26
125.03	-5.67	7.98
125.27	4.95	2.98
127.2	2.54	2.11
127.03	-6.88	4.43
126.08	5.56	1.4
111.14	-8.79	1.83
127.05	2.2	9.15
128.14	2.93	4.33
119.61	0.84	1.4
123.37	0.16	9.97
126.72	2.58	5.36
135.01	-2.84	10.31
96.99	3.6	2.95
136.04	-1.73	3.25
136.02	-1.51	1.78
125.83	-4.69	2.04
127.5	1.85	8.5
103.97	-6.06	1.49
130.67	-2.79	1.71
99.49	-1.63	4.87
127.3	2.96	3.83
127.75	-1.17	4.57
126.56	3.32	2.11
126.36	3.15	2.29
121.23	-7.09	1.71
140.18	-2.4	2.11
98.63	1.19	6.88
123.1	-3.05	13.51
111.37	-5.97	11.51
126.89	5.45	6.92
125.8	-7.2	1.73
126.64	1.36	3.82
127.22	0.49	1.43
127.06	0.83	7.43
122.88	-6	1.09
122.38	-0.29	1.47
136.3	-3.01	1.78
122.57	0.4	2.09
99.11	1.94	2.97
121.58	-8.33	10.03
125.5	4.62	9.75
117.8	-6.69	4.3
131.88	-6.27	2.24
128.29	-6.58	1.51
128.56	-7.26	9.2
130.09	-5.69	1.89
125.93	1.27	4.81
122.09	0.51	3.49
126.55	1.87	2.91
125.72	5.66	7.68
111.86	-6.3	1.56
97.84	-0.23	5.83
125.56	5.02	2.15
125.71	0.15	5.45
125.47	5	1.24
107.79	-8.54	2.65
103.91	-5.95	1.38
123.73	0.17	10.61
98.35	1.81	1.1
123.79	-0.21	2.03
128.49	-1.06	1.42
104.18	-6.15	9.79
130.2	-7.36	2.97
128.33	2.84	2.44
103.77	-6.94	1.38
124.98	-7.03	1.43
133.45	-4.4	2.21
124.07	-8.25	8.59
128.57	-7.47	1.65
119.42	-2.43	0.98
123.51	-0.11	3.66
120.24	-2.17	2.43
119.94	-2.14	4.74
120.11	-1.97	8.32
119.38	-1.32	1.15
122.68	1.18	1.92
126.45	5.7	6.9
106.97	-4.22	1.69
127.54	2.87	3.41
123.38	-0.17	2.17
129.22	2.02	2.63
105.05	-7	4.04
128.92	-6.83	2.26
122.57	1.37	3.23
127.62	1.98	1.66
128.82	4.84	1.13
136.4	-3.89	10.65
114.49	-9.68	8.82
126.71	1.77	2.82
127.36	4.96	1
130.41	-5.08	9.66
107.54	-7.73	7.32
126.27	1.77	2.66
126.61	2.59	2.89
121.34	0.29	10.39
127.38	4.79	2.51
127.56	5.63	1.89
127.94	4.74	7.89
127.43	1.3	11.35
98.09	1.41	11.3
95.45	5.86	11.37
117.53	-9.75	1.95
110.65	-9.43	3.91
110.79	-9.07	6.16
119.75	0.32	1.61
113.46	-6.2	2.48
129.49	-7.11	1.42
105.17	-6.13	3.11
125.64	-2.3	2.49
128.05	3.27	1.78
126.65	-1.03	11.63
129.17	2.65	9.17
128.29	1.44	4.54
128.28	-7.57	6.01
130.27	-3.08	5.02
130.22	-3.27	4.52
136.51	-4.05	3.29
